Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MEGA MALL,26624,ANAND NO.2,35053
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MISQUETTA WADI,31413,FATIMA APARTMENT,17793
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MITHAGAR ROAD NO.1,36840,MOTILAL NAGAR,13792
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MODY PARK,18198,IRANIWADI KAILASH HEIGHTS,38164
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MURDHE VILLAGE,16142,SADANAND NAGAR,14272
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NATIONAL CRATES,15626,DIGITAL ELECTRONICS,12112
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NAVPADA NO.2,26660,BEHRAM PADA NO.2,18603
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NAVPADA NO.2,26660,BEHRAM PADA NO.2,18603
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NEHRU NGR 1,7022,KURLA CREEK 2,32542
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PAPER BOX,25756,SARVODAYA,4586
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PARLE FACTORY,43668,RAMA RESIDENCY,37421
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PATEL WADI NO. 2,18797,I N S HAMALA,4250
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,QUARRY ROAD NO.3,5680,SHAH ARCADE NO.2,38756
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RAIGAD KANNAMWAR,37463,KANNAMWAR NGR(E) 1,6805
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RAM NAGAR,38910,DWARKESH PARK,17877
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RIVERO,37598,LUMIERE,12609
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RSC 52,38520,RSC 34,17830
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SEJAL,16951,KOLESITE,4853
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHASTRI NAGAR NO.5,12370,SHIVSHAKTI APARTMENT,30600
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHERLY VILLAGE NO.1,11151,CONTINENTAL TOWER,19485
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHIV TOWER,12155,RIDDHI SIDDHI APARTMENT,16601
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SONAL PARK,17713,ASHA NAGAR NO 3,25242
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ST PAUL ROAD NO.1,2090,B J ROAD (BANDRA),7059
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TAGORE NGR CEMETARY,41265,KANNAMWAR NGR(E) 3,10394
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TANAJI NAGAR,11653,RIZVI SRA 7A,38253
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VASANTDADA PATIL PRATISHTHAN,39293,EVERARD,16161
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIDIOCON TOWER,15925,ANDHERI WADAR SOCIETY,32690
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIKAS TOWER,11065,DIPTI SHWETA CHS,38833
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIKHROLI 2,26361,SUDARSHAN,12584
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WASHI GAVTHAN,30502,LAXMI NIWAS 2,18472
120+300SQ.MM,XLPE,11KV,HTCF SECTION,BHAGWATI HOSPITAL NO 2,41814,MANDPESHWAR NO 3,38552
120+300SQ.MM,XLPE,11KV,HTCF SECTION,CHAKRAVARTI ASHOK,38687,CHAKALA INDUSTRIAL ESTATE,15109
120+300SQ.MM,XLPE,11KV,HTCF SECTION,KHERWADI NORTH NO.3,14904,BANDRA CEMETRY,18341
120+300SQ.MM,XLPE,11KV,HTCF SECTION,NATIONAL CRATES,15626,DIGITAL ELECTRONICS,12112
120+300SQ.MM,XLPE,11KV,HTCF SECTION,NIVATIA ROAD NO.3,35344,GINI APARTMENT,11968
120+300SQ.MM,XLPE,11KV,HTCF SECTION,PHOENIX METAL,14851,NATIONAL CRATES,15624
120+300SQ.MM,XLPE,11KV,HTCF SECTION,YAMUNA NAGAR NO.1,7861,ST.LAURENCE SCHOOL,31608
120+300+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHAR EXCHANGE,1013,SIXTEENTH ROAD (16TH ROAD),5952
120+300+150SQ.MM,XLPE,11KV,HTCF SECTION,JUBILEE ABAD BAUG APARTMENT,15569,BHAGTANI SOLITAIRE,37426
120+300+150SQ.MM,XLPE,11KV,HTCF SECTION,KHAR EXCHANGE,1013,SIXTEENTH ROAD (16TH ROAD),5952
150SQ.MM,XLPE,11KV,HTCF SECTION,DHARMAKSHETRA NO 2,35455,FIFTY FIRST ROAD,12400
150SQ.MM,XLPE,11KV,HTCF SECTION,JYOTI PARK NO 2,26056,RAM PRATIKSHA TOWER,38569
150SQ.MM,XLPE,11KV,HTCF SECTION,LOK ROUNAK,28515,SHIRIN RESIDENCY,31187
150SQ.MM,XLPE,11KV,HTCF SECTION,PLEASANT PARK NO 1,17017,SHREE SHASHWAT NO 1,36152
150SQ.MM,XLPE,11KV,HTCF SECTION,SHEREY LANE,25978,VELANKINI CHURCH,29114
150SQ.MM,XLPE,11KV,HTCF SECTION,SIDHARTH APPT.,41552,SEVEN SQUARE ACADEMY,34064
150SQ.MM,XLPE,11KV,HTCF SECTION,VRINDAWAN STUDIO,29844,MALWANI SOUTH,29917
150+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR EMBASSY,42432,M.G.RD 5,9330
150+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ANSA EST 2,5677,SAKI EST 5,16861
150+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,FAIRMONT SHREM,39445,NEERAV PROPERTIES,39451
150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SWAPNALOK,29405,MUKADAM COMPOUND NO.2,42980
150+300SQ.MM,XLPE,11KV,HTCF SECTION,HARIOM BUILDING,38295,SIDDHI VINAYAK NAGAR,13578
150+300SQ.MM,XLPE,11KV,HTCF SECTION,HARIYALI 1,13873,SAI ASHISH,26491
150+300SQ.MM,XLPE,11KV,HTCF SECTION,HARIYALI 1,13873,SAI ASHISH,26491
150+300SQ.MM,XLPE,11KV,HTCF SECTION,PUNJAB INDUSTRIES,10698,KASHMIRA ROAD EAST,7740
150+300SQ.MM,XLPE,11KV,HTCF SECTION,SAFALE VILLAGE NO 2,27004,SUNBEACH RESORT,41618
150+300SQ.MM,XLPE,11KV,HTCF SECTION,SARJU I.T.PARK,31545,M I D C NO.5,38653
150+300+400SQ.MM,XLPE,11KV,HTCF SECTION,SANTACRUZ POLICE QTRS,40468,AAJIWASAN HALL,26498
180+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
185SQ.MM,PILC,11KV,HTCF SECTION,MAHAJAN SILK MILLS,4049,ALELI,17050
185+225SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CIPLA,4450,GANGES INK,15994
185+225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,COSMOS BEETA,35181,IRLA NO.1 (PLT),374
185+225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ALELI,17048,VIKHROLI,29706
185+225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ISHA STEEL,4889,VARDHMAN WARE HOUSE,10475
185+240SQ.MM,PILC,11KV,HTCF SECTION,TARE COMPOUND,19897,MECHANICAL PACKING,16206
185+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANGAWADI,9845,GIRIKUNJ,14924
185+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANGES INK,15992,INDRAPRASTHA 1,15809
185+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIKHROLI HILL 1,12088,MAHAJAN SILK MILLS,5911
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DIAMODA,30080,MECHANICAL PACKING,16205
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANGES INK,15992,INDRAPRASTHA 1,15809
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHARTANPADA,28164,KOHINOOR COMPLEX,9366
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR TEL.EXCHANGE,5537,CHIRAG NAGAR POLICE QUARTER,34282
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,J.K.PRINTS,10977,PRESIDENTIAL TOWER,13772
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,J.K.PRINTS,10977,PRESIDENTIAL TOWER,13772
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LOGITECH PARK,26401,SAKI NAKA 4,28741
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAKHIJA ROYALE,37302,HRISHIKESH,6351
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRESIDENTIAL TOWER,13770,INTERNATIONAL ENGG,4683
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRESIDENTIAL TOWER,13770,INTERNATIONAL ENGG,4683
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAISHAKTI NAGAR,12262,SHREE SAI GANESH,39936
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHANTILAL MODI ROAD,30922,IRANI WADI NO.1,5087
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TARE COMPOUND,19897,MECHANICAL PACKING,16206
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,THIRD ROAD (3RD),30975,FORTUNE PARADISE,36876
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,THIRD ROAD (3RD),30975,FORTUNE PARADISE,36876
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIKHROLI,29706,ALELI,17048
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WASHINGTON PLAZA,15922,B J ROAD,28070
185+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EKTA BHOOMI WELFARE CENTRE,36325,URJA PRAYAN,40807
185+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAHAJAN SILK MILLS,4049,ALELI,17050
185+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,XLPE,11KV,HTCF SECTION,MONTEROSSA,31080,DEEP LAKSHMI,29764
225+240SQ.MM,PILC,11KV,HTCF SECTION,BANDRA TANK NO.3,15113,BANDRA BUS DEPOT,31397
225+240SQ.MM,PILC,11KV,HTCF SECTION,CHEMBUR GYMKHANA,16028,JEEVAN BAHAR,2721
225+240SQ.MM,PILC,11KV,HTCF SECTION,,,,
225+240SQ.MM,PILC,11KV,HTCF SECTION,GOBINDSINGH IND. ESTATE,5057,BANDIVLI EAST NO.1,7681
225+240SQ.MM,PILC,11KV,HTCF SECTION,JEEVAN SEWA,9522,ST FRANCIS ROAD,13952
225+240SQ.MM,PILC,11KV,HTCF SECTION,JEEVAN SEWA,9522,ST FRANCIS ROAD,13952
225+240SQ.MM,PILC,11KV,HTCF SECTION,KHOTWADI NO.2,39924,MILAN SUBWAY,19365
225+240SQ.MM,PILC,11KV,HTCF SECTION,NATRAJ SHOPPING CENTRE,5473,DHEERAJ MALL,19443
225+240SQ.MM,PILC,11KV,HTCF SECTION,SAMRAT ASHOK NAGER,17442,JET AIRWAYS,19990
225+240SQ.MM,PILC,11KV,HTCF SECTION,SAMRAT ASHOK NAGER,17442,JET AIRWAYS,19990
225+240SQ.MM,PILC,11KV,HTCF SECTION,SOUTH AVENUE,42644,PREMNARAYAN CHOWK,19574
225+240SQ.MM,PILC,11KV,HTCF SECTION,SWAPNASHIL,25581,PARLE EAST SHOPPING,5496
225+240SQ.MM,PILC,11KV,HTCF SECTION,UNION PARK 2,17614,ATUR PARK,16836
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR HSG CLY 3,2695,PANT NGR HSG 2,9873
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KANDIVLI TELEPHONE EXCHANGE,7947,KANDIVLI POLICE QUARTERS,11588
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAMRAT ASHOK NAGER,17442,JET AIRWAYS,19990
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SWAPNASHIL,25581,PARLE EAST SHOPPING,5496
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ANNAPURNA,2679,SAI HERITAGE,30338
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANESH IND,9953,ACHARYA NGR 2,17315
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHARDA HOUSE,30607,GEETA NEEL,6722
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOLF SCAPEE,28524,MASKA CHAWL,29808
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHAJURIA ROAD,15926,TRIKAMDAS ROAD,18698
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LAJPATRAI ROAD,5097,PARLE MARKET WEST,5094
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LAXMI NARAYAN KRUPA,35936,SUMANGAL APARTMENT,43145
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR 3,9296,PANT NGR TRANSIT CAMP,26183
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PARLE WEST NO.2,16898,PRIME BUSINESS PARK,36800
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PARMANU,7474,CENTENARRY HOSP 3,36907
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRIME BUSINESS PARK,36802,AVON,10893
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRIME MALL,28341,GOKUL NEMIELLA,37164
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAI BABA,36137,SUNDER VILLE,26703
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SANKALPITA,32947,SIXTEENTH ROAD (16TH ROAD),12211
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,UNION PARK 2,17614,ATUR PARK,16836
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,UNION PARK 2,17614,ATUR PARK,16836
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ANISH STUDIO,41053,KANDIVLI INDUSTRIES NO.1,2214
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GULMARG,29357,CHEMBUR TEL. EXCH.,32676
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,REPUBLIC,4365,GULMARG,29358
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHAHID JITESH,42896,KURLA 5,2847
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHAHID JITESH,42896,KURLA 5,2847
225+300SQ.MM,XLPE,11KV,HTCF SECTION,TROMBAY RESERVOIR NO 2,40782,PRABUDDH NGR,18951
225+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TROMBAY TOWNSHIP CLY,2927,ASHA PICTURE,14001
225+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TROMBAY TOWNSHIP CLY,2927,ASHA PICTURE,14001
225+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TROMBAY TOWNSHIP CLY,2927,ASHA PICTURE,14001
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PARMANU,9280,TWINKLE STAR,16869
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,ANDHERI RECREATION CLUB,17939,KARMAYOGI,19234
240SQ.MM,PILC,11KV,HTCF SECTION,ARPITA,25862,HATKESH NO 2,14593
240SQ.MM,PILC,11KV,HTCF SECTION,ARPITA,25862,HATKESH NO 2,14593
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,BADRINATH,40767,T K HOTEL,9016
240SQ.MM,PILC,11KV,HTCF SECTION,BANDIVLI EAST NO.1,7680,JOGESHWARI RAILWAY QUARTERS,17730
240SQ.MM,PILC,11KV,HTCF SECTION,BURMASHELL STAFF CLY,336,TATA CLY,438
240SQ.MM,PILC,11KV,HTCF SECTION,DEEPAK WADI,19265,SLUM CLEARANCE,13096
240SQ.MM,PILC,11KV,HTCF SECTION,DEEPAK WADI,19265,SLUM CLEARANCE,13096
240SQ.MM,PILC,11KV,HTCF SECTION,DHIRAJ PEN NO.2,19677,NAGARDAS ROAD NO.1,430
240SQ.MM,PILC,11KV,HTCF SECTION,GAVAN VILLEGE KIOSK,7724,INDIAN OIL 1,2100
240SQ.MM,PILC,11KV,HTCF SECTION,GURU KRIPA,5501,BORIVALI EAST NO 4,19849
240SQ.MM,PILC,11KV,HTCF SECTION,HARI SHIVAM,9842,ANDHERI WEST,14967
240SQ.MM,PILC,11KV,HTCF SECTION,JOGESHWARI,697,CRYSTAL DIAMOND,12460
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,KANDIVLI NORTH NO.1,11648,PAREKH NAGAR NO.1,525
240SQ.MM,PILC,11KV,HTCF SECTION,KANDIVLI TELEPHONE EXCHANGE,7947,KANDIVLI POLICE QUARTERS,11588
240SQ.MM,PILC,11KV,HTCF SECTION,KHANDWALA COMPOUND,19013,VAKOLA GARDEN,5651
240SQ.MM,PILC,11KV,HTCF SECTION,KHAR RAILWAY QUARTERS,9681,SLUM CLEARANCE,13095
240SQ.MM,PILC,11KV,HTCF SECTION,LOKMANYA PAN BAZAR,19002,GODREJ COLISEUM,25772
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,NAYA NAGAR NO 2,15217,NARENDRA PARK,12590
240SQ.MM,PILC,11KV,HTCF SECTION,NEW AGRIPADA,42587,VAKOLA NORTH,4794
240SQ.MM,PILC,11KV,HTCF SECTION,NEW AGRIPADA,42587,VAKOLA NORTH,4794
240SQ.MM,PILC,11KV,HTCF SECTION,NIRLON SOCIETY,15442,ACME TOWER,17960
240SQ.MM,PILC,11KV,HTCF SECTION,R.K.SINGH NO.2,25517,R K SINGH ROAD,12994
240SQ.MM,PILC,11KV,HTCF SECTION,RAHEJA CLASSIC,15576,AMBIVLI HOUSING NO.1,10154
240SQ.MM,PILC,11KV,HTCF SECTION,SANKALP,19770,LACHHIRAM PLAZA,11177
240SQ.MM,PILC,11KV,HTCF SECTION,SHASTRI NAGAR TOWER NO.2,15444,INDRALOK,15393
240SQ.MM,PILC,11KV,HTCF SECTION,SRISHTI NO 2,10069,SHANTIDHAM,14837
240SQ.MM,PILC,11KV,HTCF SECTION,SRISHTI NO 2,10069,SHANTIDHAM,14837
240SQ.MM,PILC,11KV,HTCF SECTION,SUKUR WADI,38696,DWARKA APARTMENT,28725
240SQ.MM,PILC,11KV,HTCF SECTION,TEMPLE VIEW NO.2,12657,HEAVEN KORES NO.1,10050
240SQ.MM,PILC,11KV,HTCF SECTION,VAKOLA GARDEN,5649,SILVER THREAD,14895
240SQ.MM,PILC,11KV,HTCF SECTION,VERSOVA R D P NO.2,14473,VERSOVA R S C 2,14574
240SQ.MM,PILC,11KV,HTCF SECTION,VERSOVA ROAD NO.2,6374,JAI VERSOVA,12473
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240+225SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CARONA,17622,BOSTON,25763
240+225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ATUR PARK,16836,UNION PARK 2,17614
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,7TH ROAD,32497,EIGHTH ROAD,16116
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,A.K. PLAZA,28393,UDYOG NAGAR NO.1,5109
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AAREY 220 KV RECEIVING STATION,14328,LARSEN & TOUBRO,31228
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ACKRUTI CITY,39323,KHERWADI CENTRAL NO.3,36395
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ANAND MANGAL,28167,GOLIBAR PIPE LINE,11644
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ASHWINI APARTMENT,9166,NEW GAGANGIRI CHS,36807
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ATHARVA,28203,GANGA SAGAR SOC,41598
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AVANTI APARTMENT,31197,SHANKAR LANE SOUTH,18349
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AVENUE SUPERMART,31991,CHANDRESH ACCORD,15346
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BANDRA NORTH,2888,LAND MARK PLATINUM,37051
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BASANT RUBBER,2522,POLYSHOOR PLASTICS,42216
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BEST DEONAR CNG,30641,GOVANDI RD,17200
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHARAT FORGING,17334,OSTWAL PARADISE,28294
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHARAT NAGAR NO.3,9664,PATHAR NAGAR NO 2,38978
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHARAT NAGAR NO.3,9664,PATHAR NAGAR NO 2,38978
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHAYANDAR UDYOG NAGAR,16716,AMBA MATA INDUSTRIES,19489
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHAYANDAR UDYOG NAGAR,16716,AMBA MATA INDUSTRIES,19489
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHIMWADI RED BRICKS,39754,BHIMWADI 1,7121
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHULLAR VILLA,39949,AKSA BEACH,7869
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BOMBILWADI ROAD NO.2,9954,HILL ROAD NO. 2,35646
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BOMBILWADI ROAD NO.2,9954,HILL ROAD NO. 2,35646
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BORLA SOC,36806,TOLARAM NGR,6966
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CENTRE SQUARE,29221,RAM ZAROKA,18936
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHAKALA NO.1,2940,SATAM INDUSTRIAL ESTATE,37705
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHANDIVALI RD 1,5477,HOPE INDIA,27007
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHANDRODAYA,6786,S.G.BARVE MARG,7201
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHINAR,32944,GOLDEN PEAK,29124
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CLOTH MARKET,31782,KESAR RESIDENCY,19549
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CONTEMPARARY HOSPITAL,19232,B.K. COMPLEX NO.4,25052
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DADI ESTATE,4520,CEWATE EXPORTS NO 2,35956
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DEONAR ANCILLARY,26565,NATWAR PAREKH 3,25825
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DHOBIGHAT NO.2,41735,DHOBIGHAT NO.1  (PLT),5676
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DINDOSHI VASAHAT,10149,MUKADAM COMPOUND NO.2,42982
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DIVYA PARK,13265,KHARODI NO.2,7859
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EASH KRUPA,32010,ARK PROVISIONS,35026
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EASTERN SMELTING,26664,NEW MILL RD,11667
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EKTA SUPRABHAT,31483,GOREGAON VIJAY,35116
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EVEREST GARDEN,18709,LAXMI NGR SNEH SADAN,42085
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EVEREST GARDEN,18709,LAXMI NGR SNEH SADAN,42085
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,FLEMINGO APARTMENT,31529,MAN NIKETAN,29703
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,G H HIGH SCHOOL,19064,SUKUR WADI NO 2,38691
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANDHI NAGAR NO.1,40167,BHARAT NAGAR NO.3,9663
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANDHI NAGAR NO.1,40167,BHARAT NAGAR NO.3,9663
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GINI INFOTECH,19464,LAND MARK,28970
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GINI INFOTECH,19464,LAND MARK,28970
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GLUCOSE FOOD,26159,KURLA IND 1,748
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GODAMBE APARTMENT,30717,FORTUNE CLASSIC,32703
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GODAMBE APARTMENT,30717,FORTUNE CLASSIC,32703
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GODAMBE APARTMENT,30717,FORTUNE CLASSIC,32703
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GODFREY PHILIPS,613,SWAROOP ARCADE,30021
