FROM_SWITCH,TO_SWITCH,FEEDER_ID,FEEDERID_FULL,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH,CLUSTER_TYPE,FROM_SWITCH_N,FEEDER_ID_N,PATH,NO_OF_SEGMENT,DEDUP_KEY,AGG_MEASUREDLENGTH,COMMISSIONEDDATE_DT,SWNO,COMMISSIONEDDATE_DT_OLDEST
10212,CAPBANK,10212,AMBVLI_11kV_10212,AMBIVLI REC-STN,AMBIVLI REC-STN,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,1999-01-01,AL,AL,XLPE,INTERLINK,10.0,,10212,10212,SWITCHING DEVICE TO CAP BANK (5.5MVAR) | SWNO_10214 -> SWNO_38924 | SWITCHING DEVICE TO CAP BANK (5.56MVAR) | SWITCHING DEVICE TO CAP BANK (5.5KVAR) | AMBIVLI REC-STN 33040 TO P.T.(20 MVA NO.4) | SWNO_19689 | PT (20 MVA NO.4) TO AMBIVLI REC-STN | SWNO_10216 -> SWNO_10217 | AMBIVLI REC-STN 33040 TO PT (20 MVA NO.2) | PT (20 MVA NO.2) TO AMBIVLI REC-STN | AMBIVLI REC-STN 33080 TO P.T.(20 MVA NO.3) | SWNO_19559 -> SWNO_28691 | PT (20 MVA NO.3) TO AMBIVLI REC-STN | AMBIVLI REC-STN 33041 TO PT (20 MVA NO.1) | PT (20 MVA NO.1) TO AMBIVLI REC-STN,16,10212|CAPBANK,965.37804022,2017-11-05 00:00:00+00:00,CAPBANK,1999-01-01 00:00:00+00:00
10214,38924,10214,AMBVLI_11kV_10212,AMBIVLI REC-STN,AMBIVLI REC-STN,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,2017-11-05,AL,AL,XLPE,INTERLINK,10.0,,10214,10214,SWITCHING DEVICE TO CAP BANK (5.5MVAR) | SWNO_10214 -> SWNO_38924 | SWITCHING DEVICE TO CAP BANK (5.56MVAR) | SWITCHING DEVICE TO CAP BANK (5.5KVAR) | AMBIVLI REC-STN 33040 TO P.T.(20 MVA NO.4) | SWNO_19689 | PT (20 MVA NO.4) TO AMBIVLI REC-STN | SWNO_10216 -> SWNO_10217 | AMBIVLI REC-STN 33040 TO PT (20 MVA NO.2) | PT (20 MVA NO.2) TO AMBIVLI REC-STN | AMBIVLI REC-STN 33080 TO P.T.(20 MVA NO.3) | SWNO_19559 -> SWNO_28691 | PT (20 MVA NO.3) TO AMBIVLI REC-STN | AMBIVLI REC-STN 33041 TO PT (20 MVA NO.1) | PT (20 MVA NO.1) TO AMBIVLI REC-STN,16,38924,965.37804022,2017-11-05 00:00:00+00:00,38924,2017-11-05 00:00:00+00:00
10217,11238,10217,AMBVLI_11kV_10217,AMBIVLI REC-STN,BHUDHARGAD,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2132,1,2015-04-24,AL,AL,PILC,,195.2,,10217,10217,SWNO_10217 -> JT.NO.34 | JT.NO.34 -> JT.NO.34B | JT.NO.34A -> JT.NO.34D | JT.NO.34B -> JT.NO.34G | JT.NO.34C -> SWNO_11238 | JT.NO.34D -> JT.NO.34C | JT.NO.34E -> JT.NO.34A | JT.NO.34F -> JT.NO.34E | JT.NO.34G -> JT.NO.34H | JT.NO.34H -> JT.NO.34F,10,11238,463.4,2015-04-24 00:00:00+00:00,11238,2015-04-24 00:00:00+00:00
10219,12470,10219,AMBVLI_11kV_10219,AMBIVLI REC-STN,LAXMI INDUSTRIAL ESTATE NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2376,1,,AL,AL,XLPE,,85.0,,10219,10219,SWNO_10219 -> SWNO_12470,1,12470,85.0,,12470,
10220,14237,10220,AMBVLI_11kV_10220,AMBIVLI REC-STN,KARTIK ESTATE,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2358,1,2021-02-11,AL,AL,PILC,,229.3,,10220,10220,SWNO_10220 -> JT.NO.50B | JT.NO.50B -> JT.NO.50D | JT.NO.50D -> JT.NO.50E | JT.NO.50E -> SWNO_14237,4,14237,432.0,2021-02-11 00:00:00+00:00,14237,2021-02-11 00:00:00+00:00
10221,CAPBANK,10221,AMBVLI_11kV_10212,AMBIVLI REC-STN,AMBIVLI REC-STN,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,1999-01-01,AL,AL,XLPE,INTERLINK,10.0,,10221,10221,SWITCHING DEVICE TO CAP BANK (5.5MVAR) | SWNO_10214 -> SWNO_38924 | SWITCHING DEVICE TO CAP BANK (5.56MVAR) | SWITCHING DEVICE TO CAP BANK (5.5KVAR) | AMBIVLI REC-STN 33040 TO P.T.(20 MVA NO.4) | SWNO_19689 | PT (20 MVA NO.4) TO AMBIVLI REC-STN | SWNO_10216 -> SWNO_10217 | AMBIVLI REC-STN 33040 TO PT (20 MVA NO.2) | PT (20 MVA NO.2) TO AMBIVLI REC-STN | AMBIVLI REC-STN 33080 TO P.T.(20 MVA NO.3) | SWNO_19559 -> SWNO_28691 | PT (20 MVA NO.3) TO AMBIVLI REC-STN | AMBIVLI REC-STN 33041 TO PT (20 MVA NO.1) | PT (20 MVA NO.1) TO AMBIVLI REC-STN,16,10221|CAPBANK,965.37804022,2017-11-05 00:00:00+00:00,CAPBANK,1999-01-01 00:00:00+00:00
10222,42332,10222,AMBVLI_11kV_10222,AMBIVLI REC-STN,ATLANTIS CRYSTAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-3613,1,2017-07-03,AL,AL,PILC,,22.5,,10222,10222,SWNO_10222 -> JT.NO.54C | JT.NO.54 -> SWNO_42332 | JT.NO.54A -> JT.NO.54 | JT.NO.54B -> JT.NO.54A | JT.NO.54C -> JT.NO.54B,6,42332,594.8,2017-07-03 00:00:00+00:00,42332,2017-07-03 00:00:00+00:00
10222,4722,10222,AMBVLI_11kV_10222,AMBIVLI REC-STN,SUPREME INDUSTRIES,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2765,2,2017-09-13,AL,AL,XLPE,,291.3,,10222,10222,SWNO_10222 -> JT.NO.30P | JT.NO.30H -> JT.NO.30J | JT.NO.30J -> JT.NO.30K | JT.NO.30K -> SWNO_10222 | JT.NO.30L -> JT.NO.30S | JT.NO.30M -> JT.NO.30L | JT.NO.30N -> JT.NO.30M | JT.NO.30P -> JT.NO.30N | JT.NO.30R -> JT.NO.30T | JT.NO.30S -> JT.NO.30R | JT.NO.30T -> JT.NO.30H,12,4722,959.9,2017-09-13 00:00:00+00:00,4722,2017-09-13 00:00:00+00:00
10223,29460,10223,AMBVLI_11kV_10211,AMBIVLI REC-STN,K.D.A.HOSPITAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,1,2005-09-30,AL,AL,XLPE,,831.5,,10223,10223,SWNO_29463 -> JT.NO.15 | JT.NO.15 -> JT.NO.15A | JT.NO.15A -> SWNO_29463 | SWNO_10223 -> JT.NO.14 | JT.NO.14 -> JT.NO.14A | JT.NO.14A -> SWNO_29460 | SWNO_28693 -> JT.NO.13 | JT.NO.13 -> JT.NO.13A | JT.NO.13A -> SWNO_29466,9,29460,3136.8,2005-09-30 00:00:00+00:00,29460,2005-09-30 00:00:00+00:00
10234,35726,12230,BHYNDR_11kV_12230,KHARI NORTH NO 2,KHARI NORTH NO 1,1S-MH-MU-ZNT-CL12-6366,1S-MH-MU-ZNT-CL02-6365,2.1.1,,AL,AL,XLPE,,154.4,,10234,12230,SWNO_10234 -> SWNO_35726,1,35726,154.4,,35726,
10235,12495,12230,BHYNDR_11kV_12230,KHARI NORTH NO 2,CHANDAN PARK,1S-MH-MU-ZNT-CL12-6366,1S-MH-MU-ZNT-CL12-6093,2.2,2007-12-06,AL,AL,XLPE,,170.5,RESIDENTIAL,10235,12230,SWNO_10235 -> JT.NO.10 | JT.NO.10 -> JT.NO.10B | JT.NO.10A -> JT.NO.7 | JT.NO.10B -> JT.NO.10A | JT.NO.7 -> JT.NO.7A | JT.NO.7A -> JT.NO.7B | JT.NO.7B -> JT.NO.7D | JT.NO.7D -> JT.NO.7E | JT.NO.7E -> SWNO_12495,9,12495,856.2,2007-12-06 00:00:00+00:00,12495,2007-12-06 00:00:00+00:00
10242,16628,38717,PALI_11kV_38717,KINGSTON,ROCKY HILLS,1S-MH-MU-ZST-CL02-0324,1S-MH-MU-ZST-CL02-0445,6,,AL,AL,XLPE,,35.1,,10242,38717,JT.NO.1 -> SWNO_10242 | SWNO_16628 -> JT.NO.1,2,16628,105.4,,16628,
10243,16651,28692,AMBVLI_11kV_28692,VINIT TOWER,VANASHREE,1S-MH-MU-ZSC-CL06-2846,1S-MH-MU-ZSC-CL06-2808,9,,AL,AL,PILC,,79.8,,10243,28692,SWNO_16651 -> JT.NO.13B | JT.NO.13F | JT.NO.13A -> SWNO_10243 | JT.NO.13B | JT.NO.13E -> JT.NO.13A,6,16651,406.1,,16651,
10245,13605,28692,AMBVLI_11kV_28692,VINIT TOWER,RAJ VIGYAN,1S-MH-MU-ZSC-CL06-2846,1S-MH-MU-ZSC-CL06-2646,8.1,,AL,AL,PILC,,60.3,,10245,28692,SWNO_10245 -> JT.NO.50 | JT.NO.50 -> JT.NO.50C | JT.NO.50A -> SWNO_13605 | JT.NO.50B -> JT.NO.50A | JT.NO.50C -> JT.NO.50B,5,13605,208.57998902,,13605,
10248,26818,40935,DINDO_11kV_40935,KHOT DONGRI,SHAH ARCADE,1S-MH-MU-ZCT-CL08-4391,1S-MH-MU-ZCT-CL08-4985,3,2006-03-21,AL,AL,XLPE,,94.0,,10248,40935,SWNO_26818 -> JT.NO.63 | JT.NO.63 -> JT.NO.63A | JT.NO.63A -> SWNO_10248,3,26818,300.9,2006-03-21 00:00:00+00:00,26818,2006-03-21 00:00:00+00:00
10251,10497,34311,HINGWALA_11kV_34311,SHATRUNJAYA,RAMESHWAR,1S-MH-MU-ZET-CL06-8766,1S-MH-MU-ZET-CL06-8695,8,,AL,AL,PILC,,132.48003542,,10251,34311,SWNO_10497 -> SWNO_10251,1,10497,132.48003542,,10497,
10253,HTCONSUMER,30964,KALANR_11kV_30964,C M C LIMITED,,1S-MH-MU-ZST-CL05-0095,,1.1,1999-10-28,AL,AL,XLPE,,10.0,,10253,30964,SWITCHING DEVICE TO HTC,1,10253|HTCONSUMER,10.0,,HTCONSUMER,1999-10-28 00:00:00+00:00
10254,19506,30964,KALANR_11kV_30964,C M C LIMITED,MSEB NO.2,1S-MH-MU-ZST-CL05-0095,1S-MH-MU-ZST-CL05-0611,2,2020-12-01,AL,AL,XLPE,,166.2,,10254,30964,SWNO_10254 -> SWNO_19506,1,19506,166.2,2020-12-01 00:00:00+00:00,19506,2020-12-01 00:00:00+00:00
10270,10304,39622,CPWDMAREC_11KV_39622,MALVANI COLONY NO.1,MALVANI COLONY NO.3,1S-MH-MU-ZCT-CL06-4461,1S-MH-MU-ZCT-CL06-4462,1.1,2021-01-11,AL,AL,XLPE,,16.0,,10270,39622,SWNO_10270 -> JT.NO.51 | JT.NO.51 -> JT.NO.51A | JT.NO.51A -> JT.NO.51B | JT.NO.51B -> JT.NO.51C | JT.NO.51C -> SWNO_10304,5,10304,528.6,2021-01-11 00:00:00+00:00,10304,2021-01-11 00:00:00+00:00
10284,34087,15780,BHYNDR_11kV_15780,NITYANAND DHAM,NAVGHAR ROAD NO 2,1S-MH-MU-ZNT-CL12-6497,1S-MH-MU-ZNT-CL12-6481,9,2025-01-27,AL,AL,PILC,,231.0,,10284,15780,SWNO_10284 -> SWNO_34087,1,34087,231.0,2025-01-27 00:00:00+00:00,34087,2025-01-27 00:00:00+00:00
10287,18476,40363,MGHWDI_11kV_40363,SHERE PUNJAB NO.2,SHERE PUNJAB NO.3,1S-MH-MU-ZSC-CL02-2742,1S-MH-MU-ZSC-CL02-2743,1.1,1991-11-18,AL,AL,PILC,,169.3,,10287,40363,SWNO_10287 -> JT.NO.81A | JT.NO.81 -> SWNO_18476 | JT.NO.81A -> JT.NO.81,3,18476,293.6,1991-11-18 00:00:00+00:00,18476,1991-11-18 00:00:00+00:00
10289,12520,35872,KIE_11kV_35872,KANDIVLI HOUSING NO.2,BABREKAR NAGAR NO.1,1S-MH-MU-ZCT-CL05-4356,1S-MH-MU-ZCT-CL05-4086,3,2020-03-11,AL,AL,XLPE,,233.9,,10289,35872,SWNO_10289 -> SWNO_12520,1,12520,233.9,2020-03-11 00:00:00+00:00,12520,2020-03-11 00:00:00+00:00
10294,29422,31001,CHDVLI_11kV_31001,JUNGLESHWAR TEMPLE,SHEETAL NAGAR NO.4,1S-MH-MU-ZET-CL13-8381,1S-MH-MU-ZET-CL13-9135,8,2021-12-14,AL,AL,PILC,,53.24065395,,10294,31001,SWNO_10294 -> JT.NO.1A | JT.NO.1A -> SWNO_29422,2,29422,208.8238003,2021-12-14 00:00:00+00:00,29422,2021-12-14 00:00:00+00:00
10295,30704,34135,SAMBHNGR_11kV_34135,GUNDAVLI GAOTHAN,ANDHERI SAHAJIVAN,1S-MH-MU-ZSC-CL03-2254,1S-MH-MU-ZSC-CL03-3150,9,,AL,AL,PILC,,44.8,,10295,34135,SWNO_10295 -> JT.NO.31 | JT.NO.29 -> SWNO_30704 | JT.NO.30 -> JT.NO.29 | JT.NO.30A -> JT.NO.30 | JT.NO.31 -> JT.NO.30A,5,30704,305.9,,30704,
10302,18079,38753,SWMSMTNGR_11KV_38753,KALPAVRUKSHA,MRUGCHHAYA,1S-MH-MU-ZSC-CL06-2353,1S-MH-MU-ZSC-CL06-2545,7,2020-09-12,AL,AL,XLPE,,198.8,,10302,38753,JT.NO.18F -> JT.NO.18A,1,18079,198.8,2020-09-12 00:00:00+00:00,18079,2020-09-12 00:00:00+00:00
10306,9803,40375,MGHWDI_11kV_40375,MOGRA NO.1,MOGRA NO.2,1S-MH-MU-ZSC-CL03-2533,1S-MH-MU-ZSC-CL03-2532,13,,AL,AL,XLPE,,31.0,,10306,40375,SWNO_09803 -> SWNO_10306,1,9803,31.0,,9803,
1031,31793,34546,SWAN_11kV_34546,KALINA ESTATE,GRAND PALLEDIUM,1S-MH-MU-ZST-CL07-0282,1S-MH-MU-ZST-CL07-0823,5,2009-06-18,AL,AL,XLPE,,66.3,,1031,34546,SWNO_31793 -> SWNO_01031,1,31793,66.3,2009-06-18 00:00:00+00:00,31793,2009-06-18 00:00:00+00:00
10314,16058,14418,POISAR_11kV_14418,MARUTI TOWER,GUNDECHA INDUSTRIAL COMPLEX,1S-MH-MU-ZCT-CL10-4479,1S-MH-MU-ZCT-CL10-4292,2,2014-06-13,AL,AL,XLPE,,36.0,,10314,14418,SWNO_10314 -> JT.NO.64 | JT.NO.64 -> JT.NO.64A | JT.NO.64A -> JT.NO.64B | JT.NO.64B -> JT.NO.64C | JT.NO.64C -> JT.NO.64D | JT.NO.64D -> JT.NO.64E | JT.NO.64E -> JT.NO.64F | JT.NO.64F -> JT.NO.64G | JT.NO.64G -> JT.NO.64H | JT.NO.64H -> JT.NO.64J | JT.NO.64J -> JT.NO.64K | JT.NO.64K -> JT.NO.64L | JT.NO.64L -> JT.NO.64M | JT.NO.64M -> JT.NO.64N | JT.NO.64N -> JT.NO.64P | JT.NO.64P -> JT.NO.64Q | JT.NO.64Q -> SWNO_16058,17,16058,881.5,2014-06-13 00:00:00+00:00,16058,2014-06-13 00:00:00+00:00
10317,15228,15509,DAHISR_11kV_15509,HIGHWAY LIGHT NO 3,DAHISAR PARIJAT,1S-MH-MU-ZNT-CL09-6293,1S-MH-MU-ZNT-CL09-6123,2,2015-12-07,AL,AL,XLPE,,154.6,,10317,15509,SWNO_10317 -> JT.NO.9 | JT.NO.9 -> JT.NO.9C | JT.NO.9A -> JT.NO.9B | JT.NO.9B -> JT.NO.9E | JT.NO.9C -> JT.NO.9D | JT.NO.9D -> JT.NO.9A | JT.NO.9E -> JT.NO.9F | JT.NO.9F -> SWNO_15228,8,15228,434.2,2015-12-07 00:00:00+00:00,15228,2015-12-07 00:00:00+00:00
10323,6602,18444,MALAD_11KV_18444,HARI SMRUTI,DATTA MANDIR ROAD NO.1,1S-MH-MU-ZCT-CL09-4297,1S-MH-MU-ZCT-CL10-4172,3,2020-12-13,AL,AL,XLPE,,221.0,,10323,18444,SWNO_10323 -> JT.NO.68 | JT.NO.68 -> JT.NO.68A | JT.NO.68A -> SWNO_06602,3,6602,322.3,2020-12-13 00:00:00+00:00,6602,2020-12-13 00:00:00+00:00
10327,12628,40918,DINDO_11kV_40918,DINDOSHI HOUSING NO.2,YASHODHAM NO.2,1S-MH-MU-ZCT-CL08-4191,1S-MH-MU-ZCT-CL08-4818,2,2009-12-25,AL,AL,XLPE,,102.6,,10327,40918,SWNO_10327 -> JT.NO.38 | JT.NO.38 -> JT.NO.38A | JT.NO.38A -> JT.NO.38B | JT.NO.38B -> JT.NO.38C | JT.NO.38C -> JT.NO.38D | JT.NO.38D -> JT.NO.38E | JT.NO.38E -> SWNO_12628,7,12628,450.3,2009-12-25 00:00:00+00:00,12628,2009-12-25 00:00:00+00:00
10333,25954,34520,BHAYW_11KV_34520,CHANDULAL PARK,TRIMURTI,1S-MH-MU-ZNT-CL03-6102,1S-MH-MU-ZNT-CL03-6764,1.1,2023-03-03,AL,AL,XLPE,,76.9,RESIDENTIAL,10333,34520,SWNO_10333 -> JT.NO.48B | JT.NO.48B -> JT.NO.48C | JT.NO.48C -> SWNO_25954,3,25954,227.4,2023-03-03 00:00:00+00:00,25954,2023-03-03 00:00:00+00:00
10341,2810,6531,KALANR_11kV_06531,KARMAYOGI INDUSTRIAL ESTATE,VAKOLA INDUSTRIES NO.2,1S-MH-MU-ZST-CL07-0293,1S-MH-MU-ZST-CL07-0556,4,2022-03-22,AL,AL,XLPE,,70.5,,10341,6531,SWNO_10341 -> SWNO_02810,1,2810,70.5,2022-03-22 00:00:00+00:00,2810,2022-03-22 00:00:00+00:00
10347,12658,40936,DINDO_11kV_40936,TEMPLE VIEW NO.1,TEMPLE VIEW NO.2,1S-MH-MU-ZCT-CL08-4749,1S-MH-MU-ZCT-CL08-4750,3,2021-12-28,AL,AL,XLPE,,133.4,,10347,40936,SWNO_10347 -> SWNO_12658,1,12658,133.4,2021-12-28 00:00:00+00:00,12658,2021-12-28 00:00:00+00:00
10350,16882,41751,VAZIRA_11kV_41751,GORAI PUMPING,GORAI RSC 6,1S-MH-MU-ZNT-CL06-6240,1S-MH-MU-ZNT-CL06-6257,5,,AL,AL,XLPE,,243.8,,10350,41751,SWNO_10350 -> SWNO_16882,1,16882,243.8,,16882,
10360,34798,40737,SARVODAY_11kV_40737,INDIRA NAGAR NO.2,TAINWALA,1S-MH-MU-ZSC-CL02-2284,1S-MH-MU-ZSC-CL02-3290,2,2021-08-13,AL,AL,XLPE,,141.3,,10360,40737,SWNO_34798 -> SWNO_10360,1,34798,141.3,2021-08-13 00:00:00+00:00,34798,2021-08-13 00:00:00+00:00
10369,39773,30032,PALMCT_11kV_30032,LOURDES TOWER,ORLEM CENTRAL NO.1,1S-MH-MU-ZCT-CL03-4422,1S-MH-MU-ZCT-CL03-4542,11,2007-12-27,AL,AL,XLPE,,239.6,,10369,30032,SWNO_10369 -> JT.NO.10 | JT.NO.10 -> JT.NO.10A | JT.NO.10A -> JT.NO.10B | JT.NO.10B -> JT.NO.10C | JT.NO.10C -> JT.NO.10D | JT.NO.10D -> SWNO_39773,6,39773,498.5,2007-12-27 00:00:00+00:00,39773,2007-12-27 00:00:00+00:00
10375,10371,39616,CPWDMAREC_11KV_39616,KHARODI SOUTH NO.4,MALVANI HOSPITAL,1S-MH-MU-ZCT-CL06-4390,1S-MH-MU-ZCT-CL06-4466,3,2006-05-08,AL,AL,XLPE,,34.5,,10375,39616,SWNO_10375 -> JT.NO.75 | JT.NO.75A -> JT.NO.75B | JT.NO.75B -> JT.NO.75C | JT.NO.75C -> JT.NO.75D | JT.NO.75D -> SWNO_10371 | JT.NO.75 -> JT.NO.75A,6,10371,609.3,2006-05-08 00:00:00+00:00,10371,2006-05-08 00:00:00+00:00
10379,5316,18626,CHVALI_11kV_18626,NIVATIA ROAD NO.2,NIVATIA ROAD NO.1,1S-MH-MU-ZCT-CL08-4537,1S-MH-MU-ZCT-CL08-4536,10,,AL,AL,XLPE,,114.9,,10379,18626,SWNO_10379 -> SWNO_05316,1,5316,114.9,,5316,
10381,9708,28682,JUHUN_11kV_28682,RAMANI HOTEL,JUHU VILLAGE,1S-MH-MU-ZST-CL04-0433,1S-MH-MU-ZST-CL04-0263,3,2010-03-30,AL,AL,XLPE,,33.3,,10381,28682,SWNO_10381 -> SWNO_09708,1,9708,33.3,2010-03-30 00:00:00+00:00,9708,2010-03-30 00:00:00+00:00
10382,HTCONSUMER,28682,JUHUN_11kV_28682,RAMANI HOTEL,,1S-MH-MU-ZST-CL04-0433,,2.1,1999-10-28,AL,AL,XLPE,,10.0,,10382,28682,SWITCHING DEVICE TO HTC,1,10382|HTCONSUMER,10.0,,HTCONSUMER,1999-10-28 00:00:00+00:00
10384,6683,41754,VAZIRA_11kV_41754,BORIVALI WEST,SHREE SHUBHA APARTMENT,1S-MH-MU-ZNT-CL08-6082,1S-MH-MU-ZNT-CL08-6706,8,,AL,AL,XLPE,,108.2,,10384,41754,SWNO_06683 -> JT.NO.57 | JT.NO.57 -> SWNO_10384,2,6683,378.4,,6683,
10387,38146,35417,DEVIDAS_11kV_35417,IC COLONY EAST,R R INTERNATIONAL COLLEGE,1S-MH-MU-ZNT-CL05-6300,1S-MH-MU-ZNT-CL05-7578,10,2022-11-25,AL,AL,XLPE,,80.5,,10387,35417,SWNO_10387 -> JT.NO.17 | JT.NO.17 -> JT.NO.17A | JT.NO.17A -> SWNO_38146,3,38146,328.7,2022-11-25 00:00:00+00:00,38146,2022-11-25 00:00:00+00:00
10388,35281,35417,DEVIDAS_11kV_35417,IC COLONY EAST,ULTIMATE PARADISE,1S-MH-MU-ZNT-CL05-6300,1S-MH-MU-ZNT-CL05-7388,9.1,2022-11-27,AL,AL,XLPE,,71.0,,10388,35417,SWNO_10388 -> JT.NO.18 | JT.NO.18 -> JT.NO.18A | JT.NO.18A -> SWNO_35281,3,35281,260.3,2022-11-27 00:00:00+00:00,35281,2022-11-27 00:00:00+00:00
10391,35541,30962,KALANR_11kV_30962,KHER NAGAR,KHERNAGAR VIVEKANAND,1S-MH-MU-ZST-CL06-0305,1S-MH-MU-ZST-CL06-1008,1.3,2012-04-09,AL,AL,XLPE,,169.8,,10391,30962,SWNO_10391 -> JT.NO.34A | JT.NO.1A -> SWNO_35541 | JT.NO.34A -> JT.NO.1A,3,35541,394.0,2012-04-09 00:00:00+00:00,35541,2012-04-09 00:00:00+00:00
10398,10353,26984,MINDSP_11kV_26984,PREM NAGAR NO.2,VASARI HILL,1S-MH-MU-ZCT-CL01-4598,1S-MH-MU-ZCT-CL02-4790,4,2010-02-03,AL,AL,XLPE,,154.6,RESIDENTIAL,10398,26984,SWNO_10398 -> JT.NO.35 | JT.NO.35 -> JT.NO.35A | JT.NO.35A -> JT.NO.35B | JT.NO.35B -> JT.NO.35C | JT.NO.35C -> JT.NO.35D | JT.NO.35D -> JT.NO.35E | JT.NO.35E -> JT.NO.35F | JT.NO.35F -> JT.NO.35G | JT.NO.35G -> JT.NO.35H | JT.NO.35H -> JT.NO.35J | JT.NO.35J -> JT.NO.35K | JT.NO.35K -> JT.NO.35L | JT.NO.35L -> SWNO_10353,13,10353,708.2,2010-02-03 00:00:00+00:00,10353,2010-02-03 00:00:00+00:00
10408,13851,11771,DAHISR_11kV_11771,MORBALI TALAV,HARSHA KAUSHAL,1S-MH-MU-ZNT-CL09-6456,,2,,AL,AL,PILC,,121.5,,10408,11771,SWNO_10408 -> JT.NO.50C | JT.NO.50C -> SWNO_13851,2,13851,275.1,,13851,
10409,35837,11771,DAHISR_11kV_11771,MORBALI TALAV,GANESH NAGAR,1S-MH-MU-ZNT-CL09-6456,1S-MH-MU-ZNT-CL09-6190,1.1,2024-04-11,AL,AL,XLPE,,129.7,,10409,11771,SWNO_10409 -> JT.NO.53C | JT.NO.53 -> SWNO_35837 | JT.NO.53C -> JT.NO.53,3,35837,386.29999999999995,2024-04-11 00:00:00+00:00,35837,2024-04-11 00:00:00+00:00
10409,DT,11771,DAHISR_11kV_11771,MORBALI TALAV,DT,1S-MH-MU-ZNT-CL09-6456,DT,1.2,2008-08-26,AL,AL,XLPE,,10.0,,10409,11771,SWITCHING DEVICE TO DT,1,10409|DT,10.0,,DT,2008-08-26 00:00:00+00:00
10418,42760,11770,DAHISR_11kV_11770,SHIV VALLABH ROAD NO 2,CHOGLE NAGAR NO 2,1S-MH-MU-ZNT-CL09-6697,1S-MH-MU-ZNT-CL09-7507,6,,AL,AL,XLPE,,70.3,RESIDENTIAL,10418,11770,SWNO_10418 -> JT.NO.21 | JT.NO.21 -> SWNO_42760,2,42760,350.2,,42760,
10422,11080,35874,KIE_11kV_35874,VISHAL NAGAR,USHMA NAGAR,1S-MH-MU-ZCT-CL03-4809,1S-MH-MU-ZCT-CL03-4776,1.1,2009-09-29,AL,AL,XLPE,,6.5,,10422,35874,SWNO_10422 -> JT.NO.68 | JT.NO.68 -> JT.NO.68A | JT.NO.68A -> JT.NO.68B | JT.NO.68B -> JT.NO.68C | JT.NO.68C -> JT.NO.68D | JT.NO.68D -> JT.NO.68E | JT.NO.68E -> JT.NO.68F | JT.NO.68F -> JT.NO.68G | JT.NO.68G -> JT.NO.68H | JT.NO.68H -> SWNO_11080,10,11080,278.1,2009-09-29 00:00:00+00:00,11080,2009-09-29 00:00:00+00:00
1043,5579,6528,KALANR_11kV_06528,KHERWADI CENTRAL NO.1,KHERWADI CENTRAL NO.2,1S-MH-MU-ZST-CL05-0315,1S-MH-MU-ZST-CL06-0316,2,,AL,AL,PILC,,236.6,,1043,6528,SWNO_01043 -> JT.NO.23B | JT.NO.23 -> SWNO_05579 | JT.NO.23A -> JT.NO.23 | JT.NO.23B -> JT.NO.23B | JT.NO.23B -> JT.NO.23A,5,5579,399.3,,5579,
10432,12730,35881,KIE_11kV_35881,GANDHI NAGAR NO.3,GANDHI NAGAR NORTH,1S-MH-MU-ZCT-CL05-4228,1S-MH-MU-ZCT-CL05-4229,2,2021-01-08,AL,AL,XLPE,,62.6,,10432,35881,SWNO_10432 -> JT.NO.38 | JT.NO.38 -> JT.NO.38A | JT.NO.38A -> JT.NO.38B | JT.NO.38B -> SWNO_12730,4,12730,502.79999999999995,2021-01-08 00:00:00+00:00,12730,2021-01-08 00:00:00+00:00
10435,28960,41899,BANDRA_11kV_41899,RIZVI CHAMBERS,HILL ROAD NO.3,1S-MH-MU-ZST-CL01-0443,1S-MH-MU-ZST-CL01-0725,5,1986-03-05,AL,AL,XLPE,,29.0,,10435,41899,JT.NO.11D -> JT.NO.11L | JT.NO.11J -> JT.NO.12A | JT.NO.11L -> JT.NO.11M | JT.NO.11M -> JT.NO.11J | JT.NO.12A -> SWNO_28960 | SWNO_10435 -> JT.NO.11D,6,28960,400.5,1986-03-05 00:00:00+00:00,28960,1986-03-05 00:00:00+00:00
